lifeline,"생명줄, 구명 밧줄"
equipment,장비
particular,특정한
(It is) no wonder (that) ~,~임은 놀랄 일이 아니다[당연하다]
flow,"흐름, 물결"
flaw,"결함, 결점"
act,작용하다
insurance,보험
unlike,~와 달리
official,공식적인
agency,기관; 대행사
directly,"직접, 바로 (↔ indirectly 간접적으로)"
necessity,필수품
fund,자금을 대다
health care,의료; 건강관리
elderly,"연세가 드신, 고령의"
investment,투자
unit8,
current,"현재의, 지금의"
occupation,직업
fearless,겁 없는
huge,거대한
favorable,"우호적인, 호의적인"
alarm,"놀라게 하다, 불안하게 하다"
grade report,성적표
tremble,떨다
perfect,완벽한
necklace,목걸이
discovery,발견
penicillin,페니실린(항생 물질의 한 종류)
unlike,~와는 달리
robber,강도
excellent,"우수한, 탁월한"
distinguish,"분간하다, 구별하다"
between A and B,A와 B 둘 간(에)
morality,도덕(성)
celebrity,유명인사
usual,"평상시의, 흔히 하는; 늘 주문하는 것"
afford to-v,~할 형편이 되다
summarize,요약하다
paper,논문
cemetery,공동묘지
artificial,"인조의, 인공적인"
stadium,"경기장, 스타디움"
estimate,추정하다
around,"약 ~, 대략 ~"
overtime,"초과 근무, 야근"
athlete,운동선수
get injured,부상당하다
release,발매; 방출; 석방
approach,"~에 근접하다, 다가가다"
carve,조각하다
require,"~을 요구하다, 필요로 하다"
chisel,끌
delicate,섬세한
scraper,긁어내는 도구
scrape,긁어내다
support,"도움, 지원"
dishonest,부정직한
stir,휘젓다
uniform,"유니폼, 제복"
lead a A life,A의 삶을 살다
total,완전한
string,"끈, 줄"
tie,묶다
stuff,"것[일], 물건"
